ID,Sex,Age
S25-2-0012,2,64
S25-2-0013,2,66
S25-2-0014,1,65
S25-2-0015,2,62
S25-2-0016,1,65
S25-2-0017,2,78
S25-2-0018,2,69
S25-2-0019,2,67
S25-2-0020,1,70
S25-2-0021,2,71
S25-2-0022,2,74
S25-2-0023,1,78
S25-2-0024,1,78
S25-2-0025,2,78
S25-2-0026,1,77
S25-2-0027,1,68
S25-2-0028,2,60
S25-2-0029,2,56
S25-2-0030,2,73
S25-2-0031,1,68
S25-2-0032,2,74
S25-2-0033,2,65
S25-2-0034,1,64
S25-2-0035,2,78
S25-2-0036,2,76
S25-2-0037,1,79
S25-2-0038,2,69
S25-2-0039,1,70
S25-2-0040,2,60
S25-2-0041,1,68
S25-2-0042,1,65
S25-2-0043,2,64
S25-2-0044,2,72
S25-2-0045,1,71
S25-2-0046,2,67
S25-2-0047,2,75
S25-2-0048,2,73
S25-2-0049,1,64
S25-2-0050,2,62
S25-2-0051,2,70
S25-2-0052,2,66
S25-2-0053,1,67
S25-2-0054,2,60
S25-2-0055,1,74
S25-2-0056,2,75
S25-2-0057,1,76
S25-2-0058,2,73
S25-2-0059,1,77
S25-2-0060,1,68
S25-2-0061,2,74
S25-2-0062,1,78
S25-2-0063,1,63
